	en	zh
5493	when will you go out ?	你什么时候要出去？
5494	where are my glasses ?	我的眼镜在哪里？
5495	where are we meeting ?	我们在哪里见面？
5496	where are you off to ?	你要去哪里？
5497	where did you get it ?	你从哪得到它的？
5498	where is my umbrella ?	我的伞在哪？
5499	where is the mailbox ?	邮箱在哪里？
5500	where is the problem ?	哪里有问题 ?
5501	where's the bathroom ?	厕所在哪里？
5502	where's your brother ?	你的哥哥在哪里 ?
5503	which book is better ?	哪一本书比较好？
5504	which ones are tom's ?	哪个是汤姆的？
5505	who can do this work ?	谁能做这件工作？
5506	who do you live with ?	你和谁住在一起？
5507	who gave them to you ?	谁给了你这些东西？
5508	who gave this to you ?	这谁给你的？
5509	who has the edge now ?	目前谁占上风？
5510	who invited you guys ?	谁邀请了你们？
5511	who is the secretary ?	谁是秘书？
5512	who said that to you ?	是谁给你说那个的呢？
5513	who wrote this story ?	谁写了这个故事？
5514	whose guitar is this ?	这把吉他是谁的？
5515	whose pencil is this ?	这支铅笔是谁的？
5516	why are you so happy ?	你为什么那么高兴？
5517	why are you so smart ?	为什么你的脑袋那么聪明呢？
5518	why can't i find you ?	我为什么找不到你？
5519	why did you run away ?	你为什么逃走？
5520	why didn't you do it ?	你为什么没做？
5521	why do you resent me ?	你为什么恨我？
5522	why do you work here ?	你为什么在这儿工作？
5523	why don't we go home ?	我们何不回家呢？
5524	why don't you hug me ?	你为甚么不抱我？
5525	will he be here soon ?	他很快就会到这里吗 ?
5526	will it snow tonight ?	今晚会下雪吗？
5527	will the police come ?	警察会来吗？
5528	will you go by train ?	你坐火车去吗？
5529	would you like to go ?	你想去吗？
5530	you always work hard .	你一直努力工作。
5531	you are irresistible .	你是不可抗拒的。
5532	you are irresistible .	你令人难以抗拒。
5533	you are not a coward .	您不是个懦夫。
5534	you are not a coward .	你不是个懦夫。
5535	you are not a doctor .	您不是医生。
5536	you are now an adult .	你现在是大人了。
5537	you can bank on that .	你可以相信那个。
5538	you can bank on that .	你可以寄希望于此。
5539	you can come with me .	你可以跟我来。
5540	you can count on her .	你可以相信她。
5541	you can hold my hand .	你能握我的手。
5542	you can use this car .	你可以使用这辆车。
5543	you can't go outside .	你不能到外面去。
5544	you can't prove that .	你无法证明。
5545	you don't deserve it .	你不配。
5546	you don't need a gun .	你不需要枪。
5547	you don't need money .	你不需要钱。
5548	you don't seem happy .	你看起来不高兴。
5549	you don't understand .	你不了解。
5550	you have to sit down .	你得坐下来。
5551	you live in my heart .	你住在我心里。
5552	you look happy today .	你今天看起来很高兴。
5553	you look happy today .	你今天看上去很开心。
5554	you may use this car .	你可以使用这辆车。
5555	you owe me something .	你欠我点东西。
5556	you owe me the truth .	你欠我一份真相。
5557	you seemed surprised .	你看起来很吃惊。
5558	you should apologize .	你应该道歉。
5559	you should know this .	你该知道这事。
5560	you shouldn't go out .	你不应该出去。
5561	you shouldn't go out .	你不应该出门。
5562	you'd better go home .	你最好回家。
5563	you're a good driver .	你开车很好。
5564	you're a good leader .	你是个好的领导人。
5565	you're a good person .	你是一个好人。
5566	you're a good person .	您是一个好人。
5567	you're a real friend .	你是个真正的朋友。
5568	you're a true friend .	你是个真正的朋友。
5569	you're bound to fail .	你注定失败。
5570	you're going too far .	你太过分了。
5571	you're just a coward .	你就是胆小鬼。
5572	you're looking tired .	你看起来很困了。
5573	you're our only hope .	你是我们唯一的希望。
5574	you're such an idiot !	你真是个傻瓜！
5575	you're such an idiot .	你真是个傻瓜！
5576	you've been deceived .	你被骗了。
5577	you've got a visitor .	你有客人。
5578	you've grown so much !	你长这么大了 !
5579	you've made progress .	你进步了。
5580	your answer is right .	您的答案是正确的。
5581	your answer is right .	你的答案是正确的。
5582	your answer is wrong .	你的答案是错的。
5583	your answer is wrong .	你的回答是错的。
5584	your dog is very big .	您的狗非常胖。
5585	your dog is very big .	你的狗非常胖。
5586	your dog is very fat .	你的狗非常胖。
5587	your opinion matters .	你的观点是重要的。
5588	a cat has seven lives .	猫有七条命。
5589	a dolphin is a mammal .	海豚是哺乳动物。
5590	a little bird told me .	我听传闻说的。
5591	above all , be patient .	尤其是要有耐心。
5592	actually , i was wrong .	实际上我错了。
5593	all lawyers are liars .	律师都是骗子。
5594	all this is new to me .	这对我来说全是新的。
5595	america is very large .	美洲很大。
5596	any child can do that .	任何小孩都能做到。
5597	are these your things ?	这些是你的东西吗？
5598	are they all the same ?	他们都是一样的吗？
5599	are you afraid of tom ?	你会怕tom吗？
5600	are you dating anyone ?	你跟人约会吗？
5601	are you feeling tired ?	你觉得累吗？
5602	are you free tomorrow ?	你明天有空吗？
5603	are you going outside ?	你去外面吗？
5604	are you going to sing ?	你要唱歌吗？
5605	are you satisfied now ?	你现在满意了吗？
5606	are you still at home ?	你还在家里吗？
5607	are you still at home ?	你们还在家里吗？
5608	are you still winning ?	你还在赢吗？
5609	are you talking to me ?	你在跟我说话吗？
5610	are you talking to me ?	你是在对我说吗？
5611	aren't you a musician ?	你不是音乐家？
5612	ask for what you want .	想要什么就说。
5613	bears can climb trees .	熊会爬树。
5614	better luck next time .	祝你下一次好运。
5615	beware of pickpockets .	小心扒手。
5616	both of you are wrong .	你们俩都错了。
5617	call me at the office .	打电话到我办公室来。
5618	can i borrow your car ?	我能借你的车吗？
5619	can i eat this orange ?	我能吃这只橙子吗？
5620	can i open the window ?	可以开窗吗？
5621	can i use your pencil ?	我可以用你的铅笔吗？
5622	can tom come tomorrow ?	汤姆明天能来吗？
5623	can his story be true ?	他的故事可能是真的吗 ?
5624	can we go now , please ?	请问我们现在能走吗？
5625	can we lock this door ?	我们能锁门吗？
5626	can you speak english ?	你们会说英语吗？
5627	check your dictionary .	查词典。
5628	come here , all of you .	你们全都过来。
5629	come over to my house .	来我家吧。
5630	come over to my place .	到我家来吧。
5631	control is everything .	控制就是一切。
5632	did he go to see mary ?	他去看玛丽了吗？
5633	did he propose to you ?	他向你求婚了吗？
5634	did you cut the paper ?	你裁切纸张了吗？
5635	did you get my letter ?	你收到了我发的邮件了吗？
5636	did you get my letter ?	你收到了我的信了吗？
5637	did you get your wish ?	你如愿以偿了吗 ?
5638	did you hear the news ?	你听到新闻了吗？
5639	did you just get here ?	你刚到这里吗？
5640	did you lock the door ?	你有关门吗？
5641	did you see my father ?	你看到我父亲了吗？
5642	did you ski yesterday ?	昨天你滑雪了吗？
5643	do i need to transfer ?	我需要换乘吗 ?
5644	do you believe in god ?	你相信上帝吗？
5645	do you have a bicycle ?	你有自行车吗？
5646	do you know this song ?	你知道这首歌吗？
5647	do you know who he is ?	你知道他是谁吗？
5648	do you know your size ?	您知道您的尺寸吗？
5649	do you like this book ?	你喜欢这本书吗？
5650	do you meet him often ?	你常常跟他见面吗？
5651	do you need this book ?	你需要这本书吗？
5652	do you really want it ?	你真的想要吗？
5653	do you still love tom ?	你依然爱汤姆吗？
5654	do you still need tea ?	你还需要茶吗？
5655	do you want some rice ?	你们要米饭吗？
5656	does tom drink coffee ?	汤姆喝咖啡吗？
5657	does he speak english ?	他说英语吗？
5658	does he speak english ?	他会讲英语吗？
5659	does she have a piano ?	她有钢琴吗？
5660	does she like oranges ?	她喜欢柳橙吗？
5661	don't ask me anything .	什么都别问我。
5662	don't be disappointed .	不要失望。
5663	don't call me anymore .	别再给我打电话。
5664	don't come in my room .	别进我的房间。
5665	don't expect miracles .	别期盼奇迹。
5666	don't forget about me .	别忘了我。
5667	don't keep me waiting .	别让我等著。
5668	don't leave the tv on .	不要让电视机开着。
5669	don't let the dog out .	别把狗放出去。
5670	don't point at others .	不能用手指人。
5671	don't speak to anyone .	你们别和任何人说。
5672	don't step in the mud .	别走进泥地。
5673	don't touch my camera .	不要碰我的相机。
5674	don't try my patience .	别挑战我的耐心。
5675	don't walk home alone .	不要自己一个人走回家。
5676	don't waste your time .	别浪费时间。
5677	don't you feel better ?	你感觉好些了吗？
5678	don't you play tennis ?	你不打网球吗 ?
5679	every dog has his day .	凡人皆有得意时。
5680	everybody is laughing .	每个人都在笑。
5681	everything went black .	一切都变成了黑色。
5682	everything will be ok .	一切都会好的。
5683	everything's changing .	一切都在变。
5684	fasten your seat belt .	系上您的安全带。
5685	fortune smiled on him .	好运向他露出了笑容。
5686	fur coats are on sale .	毛皮大衣在打折。
5687	get down on the floor !	趴在地上 !
5688	get out of this house .	滚出房子。
5689	give it to me , please .	请把它给我。
5690	give me your location .	给我你的位置。
5691	give me your sandwich .	把你的三明治给我。
5692	go back to the office .	回办公室去。
5693	good luck on the test !	祝考试好运 !
5694	goodbye and good luck .	再见，祝好运。
5695	grab hold of the rope .	抓住绳子。
5696	guess what he told me .	猜猜看他告诉了我什么。
5697	has he met them today ?	他今天见他们了吗？
5698	have a good christmas .	祝您有一个愉快的圣诞节。
5699	have we made progress ?	我们取得进步了吗？
5700	have you eaten dinner ?	你吃晚饭了吗？
5701	haven't we met before ?	我们以前没见过吗？
5702	he abandoned all hope .	他放弃了所有希望。
5703	he admitted his guilt .	他承认他有罪。
5704	he and i are brothers .	他和我是兄弟。
5705	he broke his left arm .	他自己撞坏了左臂。
5706	he broke into a house .	他闯入一间房子。
5707	he came several times .	他来了很多次了。
5708	he came to pick me up .	他来接我走。
5709	he can swim very fast .	他能游得很快。
5710	he cleared his throat .	他清了清喉咙。
5711	he climbed the stairs .	他爬上了楼梯。
5712	he comes from england .	他从英国来。
5713	he comes from england .	他来自英格兰。
5714	he crossed the street .	他穿过公路。
5715	he drives his own car .	他开他自己的车。
5716	he gave it a new name .	他给了它一个新名字。
5717	he gave me 10 ,000 yen .	他给了我1万日元。
5718	he got 90% in english .	他英文得到了九十分。
5719	he had the right idea .	他的想法是对的。
5720	he had to stay in bed .	他得卧床休息 .
5721	he has a large family .	他有一个大家庭。
5722	he has a lot of money .	他有很多钱。
5723	he has a sharp tongue .	他是刀子嘴。
5724	he has done it before .	他以前做过。
5725	he has just left home .	他刚离开家。
5726	he has three brothers .	他有三个哥哥。
5727	he has three brothers .	他有三名兄长。
5728	he hopes to go abroad .	他希望到国外去。
5729	he invented the wheel .	他发明了轮子。
5730	he is a tennis player .	他是个网球球手。
5731	he is afraid of death .	他害怕死亡。
5732	he is always laughing .	他总是在笑。
5733	he is always studying .	他总是在读书。
5734	he is fond of fishing .	他酷爱钓鱼。
5735	he is good at driving .	他擅长驾驶。
5736	he is like his father .	他像他父亲。
5737	he is mad about music .	他痴迷于音乐。
5738	he is no longer a boy .	他不再是个男孩。
5739	he is not an american .	他不是美国人。
5740	he is sure to succeed .	他一定会成功。
5741	he is the tallest boy .	他是最高的男生。
5742	he is washing his car .	他正在洗他的车。
5743	he knows who they are .	他知道他们是谁。
5744	he lacks common sense .	他缺乏常识。
5745	he lived a moral life .	他以君子之道生活。
5746	he looks kind of pale .	他有点苍白。
5747	he married an actress .	他和一个女演员结婚了。
5748	he might not be happy .	他可能会不高兴。
5749	he must be over sixty .	他应该超过六十岁了。
5750	he often plays guitar .	他常常弹吉他。
5751	he picked up the book .	他拾起了书。
5752	he reads a great deal .	他读很多书。
5753	he rested for a while .	他休息了一会儿。
5754	he sang while working .	他一边唱歌一边工作。
5755	he says he won't come .	他说他不会来。
5756	he speaks poor french .	他讲不好法语。
5757	he spoke for one hour .	他讲了一小时。
5758	he told a funny story .	他讲了一个有趣的故事。
5759	he was a rugby player .	他曾是个英式橄榄球运动员。
5760	he was born in africa .	他出生在非洲。
5761	he works in a factory .	他在一家工厂工作。
5762	he wrote it hurriedly .	他写得很匆忙。
5763	he's afraid of snakes .	他害怕蛇。
5764	he's afraid of snakes .	他怕蛇。
5765	he's my older brother .	他是我的哥哥。
5766	he's shorter than tom .	他比汤姆矮。
5767	his concert was great .	他的演唱会很棒。
5768	his plan is dangerous !	他的计划是危险的！
5769	his story sounds true .	他的故事听起来是真的。
5770	how dare you say that !	你怎么敢那么说。
5771	how did you get there ?	你怎么到那的？
5772	how do you make a box ?	箱子怎么做？
5773	how do you make money ?	你怎么赚钱？
5774	how high can you jump ?	您能跳多高？
5775	how high can you jump ?	你能跳多高？
5776	how is your new class ?	新的班级怎么样？
5777	how long ago was that ?	多久以前？
5778	how long did you stay ?	你待了多久 ?
5779	how long does it take ?	要花多久时间？
5780	how many does he want ?	他要多少 ?
5781	how much do i owe you ?	我欠您多少？
5782	how much does it cost ?	多少钱 ?
5783	how much is this book ?	这本书多少钱？
5784	how much time is left ?	还剩多少时间？
5785	how much will it cost ?	这要多少钱？
5786	how old are your kids ?	你的孩子多大了？
5787	how soon can we leave ?	我们过多久才能离开？
5788	how was the interview ?	面试怎么样？
5789	how's everybody doing ?	大家好吗？
5790	i admire your courage .	我佩服你的勇气。
5791	i always lock my room .	我总是锁上我的房间。
5792	i am 30 years old now .	我现在30岁了。
5793	i am an honest person .	我是个老实人。
5794	i am here on business .	我在这里出差。
5795	i am near the station .	我在车站附近。
5796	i am tired of my work .	我厌倦了我的工作。
5797	i am tired of reading .	我厌倦了阅读。
5798	i am tired of reading .	我读书读腻了。
5799	i am very , very sorry .	我非常，非常抱歉。
5800	i am writing a letter .	我正在写一封信。
5801	i bought it last week .	我上周买了它。
5802	i bought some clothes .	我买衣服了。
5803	i can do it by myself .	我可以自己做。
5804	i can do it in a week .	我可以在一周内做。
5805	i can do that for tom .	我可以为汤姆做。
5806	i can open the window .	我可以打开这扇窗。
5807	i can't bear the pain .	我无法忍受这个痛苦。
5808	i can't do any better .	我做得好到不能再好了。
5809	i can't find my shoes .	我找不到我的鞋子。
5810	i caught the last bus .	我赶上了最后一班公车。
5811	i chose the wrong one .	我选了错的那个。
5812	i dialed tom's number .	我拨打了tom的号码。
5813	i didn't believe them .	我不相信他们。
5814	i didn't get his joke .	我不懂他的玩笑话。
5815	i didn't get the joke .	我没弄明白这个笑话。
5816	i didn't get the joke .	我没明白那个笑话。
5817	i didn't see anything .	我什么都没看见。
5818	i dislike being alone .	我不喜欢独处。
5819	i don't care for eggs .	我不喜欢鸡蛋。
5820	i don't do it anymore .	我已经不再做这个了。
5821	i don't have a pencil .	我没铅笔。
5822	i don't know anything .	我什么都不知道。
5823	i don't like anything .	我什么都不喜欢。
5824	i don't like big dogs .	我不喜欢大狗。
5825	i don't like children .	我不喜欢小孩。
5826	i don't like drinking .	我不喜欢喝酒。
5827	i don't like her face .	我不喜欢她的脸。
5828	i don't like homework .	我不喜欢作业。
5829	i don't like studying .	我不喜欢学习。
5830	i don't like that guy .	我不喜欢那家伙。
5831	i don't like this one .	我不喜欢这个。
5832	i don't need anything .	我不需要任何东西。
5833	i don't need anything .	我什么都不需要。
5834	i don't smoke anymore .	我不会再抽烟了。
5835	i don't wanna go back .	我不想回去。
5836	i don't want any more .	我不想要了。
5837	i don't want to sleep .	我不想睡觉。
5838	i dove into the river .	我跳进了河里。
5839	i even made tom laugh .	我甚至让汤姆笑了。
5840	i felt sad and lonely .	我感到凄清与孤独。
5841	i finally found a job .	我终于找到工作了。
5842	i found you , didn't i ?	我找到你了，没有么？
5843	i gave my cold to him .	我的感冒传染了他 .
5844	i go to bed at eleven .	我十一点上床。
5845	i go to school by bus .	我乘车去学校。
5846	i got a call from him .	我接到了他打来的电话。
5847	i got out of the taxi .	我从出租车上下来。
5848	i guess the dog bites .	看来那条狗会咬人。
5849	i had a strange dream .	我做了一个奇怪的梦。
5850	i had nothing to hide .	我没什么可隐藏。
5851	i had to stay at home .	我得留在家里。
5852	i have a bad headache .	我头疼得厉害。
5853	i have a little money .	我有一些钱。
5854	i have a lot of sheep .	我有很多绵羊。
5855	i have class tomorrow .	我明天有课。
5856	i have lost my pencil .	我的铅笔掉了。
5857	i have many abilities .	我有很多才能。
5858	i have no money on me .	我身上没有钱。
5859	i have nothing to say .	我没什么可说的。
5860	i have to go to sleep .	我该去睡觉了。
5861	i have to lose weight .	我必须要减肥了。
5862	i have to wake tom up .	我得叫醒汤姆。
5863	i haven't decided yet .	我还没决定。
5864	i heard tom screaming .	我听到汤姆尖叫。
5865	i heard a car pull up .	我听到一辆车停了下来。
5866	i hid under the table .	我藏在桌子底下。
5867	i hired someone today .	我今天雇了个人。
5868	i knew you'd find tom .	我知道你会找到汤姆。
5869	i know everybody here .	我认识这里的每个人。
5870	i know my limitations .	我知道我的限度。
5871	i know what i'm doing .	我知道我在做什么。
5872	i know what you meant .	我知道你是什么意思。
5873	i know where he lives .	我知道他住哪儿。
5874	i laughed at his joke .	他的笑话让我大笑了。
5875	i like tom's attitude .	我喜欢tom的态度。
5876	i like playing sports .	我喜欢运动。
5877	i like playing tennis .	我喜欢打网球。
5878	i like to play tennis .	我喜欢打网球。
5879	i lost my inspiration .	我丢了我的灵感。
5880	i met your girlfriend .	我见过你的女朋友。
5881	i miss mary's cooking .	我想念mary 的厨艺。
5882	i must be leaving now .	我现在必须离开。
5883	i must help my mother .	我必须帮忙我母亲。
5884	i must repay the debt .	我必须偿还债务。
5885	i need a lot of books .	我需要很多书。
5886	i need to get a stamp .	我需要一张邮票。
5887	i need to go to sleep .	我该去睡觉了。
5888	i need to go to sleep .	我必须睡了。
5889	i never liked biology .	我从来没喜欢过生物学。
5890	i owe you ten dollars .	我欠你10美元。
5891	i phone him every day .	我每天都给他打电话。
5892	i plan on going there .	我打算去那里。
5893	i prefer cats to dogs .	比起狗，我更喜欢猫。
5894	i prefer cats to dogs .	与狗相比，我更喜欢猫。
5895	i prefer cats to dogs .	较之于狗，我更喜欢猫。
5896	i ran a race with him .	我和他比赛跑步。
5897	i ran away in a hurry .	我赶快跑走了。
5898	i really do want that .	我真的很想要它。
5899	i really like puppies .	我非常喜欢小狗。
5900	i really like to read .	我真喜欢阅读。
5901	i really want to stop .	我真的想停下来。
5902	i remember seeing her .	我记得我看过她。
5903	i remember seeing him .	我记得见过他。
5904	i respect the elderly .	我尊敬长辈。
5905	i saw you kissing tom .	我看到了你在吻汤姆了。
5906	i shave every morning .	我每天早上刮胡子。
5907	i signed the document .	我签署了文件。
5908	i signed the document .	我签了文件。
5909	i sleep on my stomach .	我趴着睡觉。
5910	i think tom can't win .	我认为汤姆不会赢。
5911	i think he won't come .	我认为他不会来。
5912	i think you're stupid .	我认为你傻。
5913	i thought it was true .	我以为这是真的。
5914	i threw away my shoes .	我把自己的鞋子扔掉了。
5915	i told tom what to do .	我告诉了汤姆要做什么。
5916	i told you to get out .	我告诉过你出去。
5917	i turned the doorknob .	我转动了门把。
5918	i used to play tennis .	我以前打网球。
5919	i want a few potatoes .	我要几个土豆。
5920	i want a little money .	我想要点钱。
5921	i want to be a doctor .	我想当医生。
5922	i want to be a lawyer .	我要当律师。
5923	i want to become rich .	我想变有钱。
5924	i want to go swimming .	我想去游泳。
5925	i want to go with you .	我想和你一起去。
5926	i want to go with you .	我想和你一起走。
5927	i want to keep moving .	我想继续走。
5928	i want to lose weight .	我想减肥。
5929	i want to participate .	我想参加。
5930	i want to retire soon .	我想早点退休。
5931	i want to see a movie .	我要去看电影。
5932	i want to sing a song .	我想唱个歌。
5933	i want to take a bath .	我要洗澡。
5934	i want to talk to him .	我想跟他说话。
5935	i want to visit korea .	我想访问韩国。
5936	i want you to grow up .	我希望你能长大。
5937	i wanted to get drunk .	我想喝醉。
5938	i wanted to smack you .	我想过扇你一巴掌。
5939	i was in the bathroom .	我当时在卫生间。
5940	i was quite satisfied .	我真是满意。
5941	i was really confused .	我真的很困惑。
5942	i went there recently .	我刚去过那里。
5943	i will do it tomorrow .	我明天再做。
5944	i will make you happy .	我会让你幸福的。
5945	i wish i had seen her .	但愿我见过她。
5946	i wish i were younger .	但愿我年轻一点。
5947	i wish to be a doctor .	我希望成为医生。
5948	i won't do this again .	我不想再做这个了。
5949	i won't need any help .	我不需要任何帮助。
5950	i won't see her again .	我不会再见她。
5951	i wonder who has come .	我想知道谁来了。
5952	i work even on sunday .	我甚至在周日工作。
5953	i'd like another beer .	我想再来一杯啤酒。
5954	i'd like orange juice .	我想要橙汁。
5955	i'd like to go skiing .	我喜欢去滑雪。
5956	i'd take it as a sign .	我会把它看作一个征兆。
5957	i'll be back tomorrow .	我明天回来。
5958	i'll be busy tomorrow .	我明天会很忙。
5959	i'll be there at once .	我会立刻到那里。
5960	i'll get some glasses .	我会去拿一些玻璃杯。
5961	i'll let tom tell you .	我会让汤姆告诉你。
5962	i'll miss you so much .	我会非常想念你。
5963	i'll show you my room .	我会带你看看我的房间。
5964	i'll show you the way .	我会为你带路。
5965	i'm tom's grandfather .	我是tom的爷爷。
5966	i'm a college student .	我是个大学生。
5967	i'm a little confused .	我有一点困惑了。
5968	i'm absolutely elated .	我真是欣喜若狂。
5969	i'm afraid of heights .	我恐高。
5970	i'm afraid of spiders .	我怕蜘蛛。
5971	i'm almost never home .	我几乎不回家。
5972	i'm almost sure of it .	我几乎能确定。
5973	i'm busy all the time .	我总是忙碌。
5974	i'm busy all the time .	我总是有事。
5975	i'm doing my homework .	我正在做我的作业。
5976	i'm expecting someone .	我在等待着某个人。
5977	i'm getting choked up .	我快要激动得说不出话来了。
5978	i'm glad i could help .	能够出一份力太好了。
5979	i'm glad to hear that .	我很高兴听到这个消息。
5980	i'm going there alone .	我一个人去那边。
5981	i'm going to the bank .	我要去银行了。
5982	i'm going to the park .	我去公园。
5983	i'm grateful for that .	我为那件事很感激。
5984	i'm leaving next week .	我下个星期离开。
5985	i'm looking for a job .	我在找工作。
5986	i'm moving next month .	我下个月要搬家了。
5987	i'm not afraid to die .	我不怕死。
5988	i'm not very athletic .	我不太擅长运动。
5989	i'm not wearing pants .	我没穿裤子。
5990	i'm playing a tv game .	我在玩电视游乐器。
5991	i'm still your friend .	我还是你的朋友。
5992	i'm tired of homework .	我厌倦了功课。
5993	i'm used to it by now .	我现在已经习惯它了。
5994	i'm worried about tom .	我在为汤姆担心。
5995	i've been here before .	我之前已经来过这里了。
5996	i've been on vacation .	我在休假。
5997	i've had a good sleep .	我睡得很好。
5998	i've just eaten lunch .	我刚吃过午饭。
5999	i've lost my umbrella .	我丢了我的伞。
6000	i've run out of money .	我钱已经用完了。
6001	is tom afraid of dogs ?	汤姆怕狗吗？
6002	is tom ready for that ?	汤姆准备好了吗？
6003	is breakfast included ?	包括早饭吗？
6004	is he afraid of death ?	他怕死吗？
6005	is it near your house ?	它在你家附近吗？
6006	is it really possible ?	真的是可能的吗？
6007	is it really worth it ?	这真的值得吗？
6008	is that a common name ?	那个名字很普通吗？
6009	is there life on mars ?	火星上有生命吗？
6010	is this what you want ?	这是你要的吗 ?
6011	is this your daughter ?	这是你的女儿吗？
6012	is this your notebook ?	这是你的笔记本吗？
6013	it all depends on you .	这都取决于你。
6014	it is sunday tomorrow .	明天是星期天。
6015	it is good to see you .	见到你真好。
6016	it is highly improper .	这实在不合适。
6017	it makes me feel good .	它让我感觉很好。
6018	it might be a wedding .	这可能是一场婚礼。
6019	it might snow tonight .	晚上也许会下雪。
6020	it seemed to be cheap .	似乎很便宜。
6021	it still could happen .	它仍可能会发生。
6022	it tastes really good .	它的滋味真的很好。
6023	it was a terrible day .	这是糟糕的一天。
6024	it was amazingly easy .	这出乎意料地容易。
6025	it was really special .	它真特别。
6026	it won't stop raining .	雨下个不停。
6027	it won't take so long .	它不会花很长的时间。
6028	it'll definitely rain .	绝对将要下雨。
6029	it's ok not to eat it .	你不吃没关系。
6030	it's a very sad story .	这是一个非常悲伤的故事。
6031	it's almost christmas .	圣诞节快到了。
6032	it's been a long time .	好久不见了。
6033	it's been a long time .	已经很长一段时间了。
6034	it's been a long time .	已经过了很长时间了。
6035	it's my birthday soon .	我的生日就快到了。
6036	it's not your problem .	不是你的问题。
6037	it's our duty to help .	帮助是我们的义务。
6038	it's so different now .	现在真是不一样了。
6039	it's time for a break .	是时候休息一下了。
6040	it's time to wait now .	现在是时候等着了。
6041	just a minute , please .	请稍等一下。
6042	just a moment , please .	请稍等一下。
6043	just look at all this .	看看这一切。
6044	keep next sunday free .	把下周日空出来。
6045	lawyers are all liars .	律师都是骗子。
6046	leave my camera alone .	别碰我的相机。
6047	let me think about it .	让我想一想。
6048	let's eat out tonight .	我们今晚在外面吃饭吧。
6049	let's go to the beach .	让我们去海边吧。
6050	let's meet again soon .	让我们很快地再次见面。
6051	let's start the party .	让我们开始这个派对吧。
6052	like father , like son .	有其父必有其子。
6053	look , it's my problem .	听我说，这是我的问题。
6054	make yourself at home .	就当在家一样。
6055	may i borrow your car ?	我可以借用你的车吗？
6056	may i eat this orange ?	我可以吃这个柳橙吗？
6057	may i open the window ?	可以开窗吗？
6058	may i use your pencil ?	我可以用你的铅笔吗？
6059	may i use your toilet ?	我能用一下你们的厕所吗？
6060	may comes after april .	四月之后是五月。
6061	maybe i'm just a fool .	可能我就是个傻子。
6062	maybe you should move .	你可能该动一动。
6063	mom is older than dad .	妈妈比爸爸老。
6064	money rules the world .	金钱万能。
6065	my baggage is missing .	我的行李丢了。
6066	my children are twins .	我的孩子是双胞胎。
6067	my father is a doctor .	我父亲是个大夫。
6068	my father likes pizza .	我父亲喜欢批萨。
6069	my father loves pizza .	我父亲爱吃比萨。
6070	my flight was delayed .	我的航班晚点了。
6071	my mother is a lawyer .	我妈妈是律师。
6072	my mother is a lawyer .	我妈妈是个律师。
6073	my right hand is numb .	我的右手麻了。
6074	my room is just below .	我的房间就在楼下。
6075	my room is very small .	我的房间非常小。
6076	my room is very small .	我的房间很小。
6077	my sister often cries .	我妹妹经常哭。
6078	my uncle runs a hotel .	我叔叔开旅馆。
6079	my underpants are wet .	我的内裤是湿的。
6080	my underwear is dirty .	我的内衣脏了
6081	my whole body is sore .	我全身酸痛。
6082	nice guys finish last .	男不坏，女不爱。
6083	no one encouraged her .	没有人鼓励她。
6084	no one listened to me .	没有人听我的。
6085	no one understands me .	没有人理解我。
6086	no one's stopping you .	没有人在阻止你。
6087	no , i didn't write it .	不，我没写。
6088	nobody encouraged her .	没有人鼓励她。
6089	nobody encouraged him .	没有人鼓励他。
6090	nobody understands me .	没有人理解我。
6091	nobody's sitting here .	这个座位没人。
6092	none of your business .	这不是你的事。
6093	open the door , please .	请把门打开。
6094	open the door , please .	请开门。
6095	our team won the game .	我们这队赢得了比赛。
6096	playing tennis is fun .	打网球很有趣。
6097	please allow me to go .	请允许我去。
6098	please close the door .	请关门。
6099	please close the door .	请关上门。
6100	please close the door .	请关门。
6101	please come back home .	请回家。
6102	please deal the cards .	请发一下牌。
6103	please don't say that .	请不要这样说。
6104	please don't say that .	请你不要说这个。
6105	please give me a call .	请给我打电话。
6106	please go to the bank .	请去银行。
6107	please keep it secret .	请保守秘密。
6108	please leave me alone .	请让我静一静。
6109	please show me around .	请带我到处看看。
6110	please take your seat .	请坐。
6111	please tell the truth .	请把真实的情况说出来。
6112	please tell the truth .	请把事实说出来。
6113	please think about it .	请你考虑考虑。
6114	put away your bicycle .	把你的自行车放好。
6115	put down your weapons .	放下你们的武器。
6116	put on some sunscreen .	涂点防晒吧。
6117	red is out of fashion .	红色不流行了。
6118	remember tom's advice .	记住汤姆的建议。
6119	restart your computer .	重新启动你的电脑。
6120	say it in another way .	换种方式说。
6121	she accepted his gift .	她收下了他的礼物。
6122	she almost passed out .	她几乎喝晕了。
6123	she answered in tears .	她很伤心地回答。
6124	she asked for my help .	她向我求助。
6125	she asked me for help .	她向我求助。
6126	she attempted suicide .	她企图自杀。
6127	she attempted suicide .	她企图自杀。
6128	she can play the drum .	她会打鼓。
6129	she decided to resign .	她决定辞职了。
6130	she gave me a present .	她给了我一件礼物。
6131	she gave us a present .	她给了我们一个礼物。
6132	she graduated in 1996 .	她在1996年毕业。
6133	she has a pretty doll .	她有个漂亮的洋娃娃。
6134	she has been to paris .	她去过巴黎。
6135	she has gone shopping .	她去购物了。
6136	she hated her husband .	她恨她的丈夫。
6137	she hit the ball hard .	她用力地拍了球。
6138	she ironed his shirts .	她烫了他的衬衫。
